Schlange Anfangs Länge,Schlange Entscheidungs Länge,Reisezeit
0,0,546.9708181341765
1,0,499.5610768979193
3,0,580.2304954654861
2,0,704.5840152716638
0,0,550.7183031042632
0,0,584.9374171865838
3,0,721.2688784606529
2,0,593.0511803473757
1,0,569.4593412013528
4,0,661.8529720449361
3,0,776.13121780388
4,0,619.5912450276855
1,0,621.2713206383347
0,0,494.76330646000144
0,0,505.79997180766355
2,0,658.2868570897925
2,0,545.2490056153006
3,0,695.8752798539049
0,0,536.7072585184302
1,0,585.8500728090685
1,0,555.0739746972997
0,0,675.6734141738068
3,0,679.0237816043357
1,0,517.9345341694733
4,0,606.4464137865918
4,0,699.2045280380385
0,0,472.19054234653686
1,0,357.83880227072143
2,0,529.3848933317333
0,0,545.5388353985853
0,0,491.26287110087407
0,0,583.10558801541
1,0,559.5678502757441
1,0,487.4852283000864
0,0,540.5306320729082
0,0,605.5614876926873
1,0,511.6871645041956
1,0,542.1164370383137
2,0,713.74770049472
0,0,769.3106564103765
1,0,621.8412923596346
1,0,594.5138899934863
0,0,670.375148839435
0,0,542.1300964095159
1,0,712.2873357654275
0,0,561.5488309177663
1,0,668.3818381318478
2,0,688.5850248913771
5,0,759.6295348785476
1,0,564.6517932919305
2,0,543.5687466514969
1,0,535.8785461052737
0,0,552.9181308905361
1,0,659.3137661059136
0,0,713.8198220412772
0,0,468.8605624539788
0,0,477.68751800585505
0,0,516.5939696883408
2,0,612.9740762605223
0,0,455.5755188966396
0,0,558.2088684526357
0,0,663.4679646481695
1,0,777.1628469972101
1,0,525.4306255108634
2,0,654.158616395391
1,0,563.3326622768238
0,0,517.8142272532168
2,0,775.6914284483859
0,0,579.8852916759759
0,0,547.2117357721604
0,0,527.4114330055547
0,0,456.6370072040519
2,0,587.0722836441598
0,0,488.90019544052893
0,0,570.9026927583155
0,0,561.4697316716796
1,0,543.2819353057362
0,0,616.5475741045962
3,0,689.5015997897378
3,0,562.5557080599826
0,0,634.0012930376201
0,0,496.34700943235816
0,0,471.164840281841
3,0,620.1196637732692
0,0,478.5474646457059
1,0,547.1233626802122
0,0,518.0251189026242
0,0,515.9340240700606
0,0,693.1506256321592
1,0,592.3599361588663
2,0,555.7143332039939
0,0,624.8501408297425
0,0,456.1894843004172
0,0,572.1366314006432
0,0,562.4345987392322
0,0,615.2892736156227
1,0,564.2137194523482
1,0,608.7789392553427
1,0,641.4446246784016
1,0,728.2831530876931
0,0,485.8211471590831
0,0,574.289720479932
2,0,760.2103075622633
0,0,514.5386572395279
0,0,565.4123296005487
1,0,557.5520679579222
0,0,624.8037886069078
0,0,560.852169762077
1,0,648.3277495047904
2,0,660.4066108588585
3,0,657.3874473701426
0,0,549.1753944292777
0,0,493.25763593111566
0,0,461.19273215944673
0,0,509.59282040360955
1,0,530.3312134572158
1,0,621.110241586852
0,0,420.99857978087834
1,0,575.2872096164574
2,0,615.1941743263983
5,0,707.0028975566249
0,0,552.5663202895307
1,0,699.5431335807352
0,0,588.7074785543756
0,0,739.1101873186077
0,0,597.7404336721188
2,0,822.2737410882639
0,0,524.264797706641
4,0,659.571463956903
2,0,640.5122650550902
0,0,572.9233698431339
1,0,738.7362551643633
2,0,647.8882393875144
2,0,649.7016891568528
1,0,593.4301072510086
0,0,527.751729328239
1,0,596.3770413906872
3,0,752.3893994114003
2,0,644.7478130854802
2,0,668.1310709854838
0,0,381.30442023670776
0,0,547.3525034953602
0,0,643.2591492651035
0,0,458.1688445047777
0,0,552.5322711936534
0,0,510.1239522753028
0,0,505.57948189201113
1,0,542.785489807377
0,0,642.9639850363568
0,0,489.67366090483495
1,0,747.2456702884078
0,0,605.7681130197541
0,0,508.55743877093227
0,0,646.8640910762584
0,0,605.7313352518036
0,0,485.4029743089433
3,0,580.742870858789
2,0,721.9320680335403
0,0,609.5774806058405
3,0,607.6026623171683
0,0,521.6159259245421
1,0,667.093441528813
2,0,608.662436480763
1,0,848.430598155458
2,0,624.2006654036211
1,0,573.0999500596298
4,0,683.5965188375262
1,0,625.2390168645286
2,0,550.4923058198922
0,0,593.0126452554003
0,0,626.1518733917192
3,0,630.1757697674924
2,0,849.402880993614
4,0,605.6163146080743
4,0,721.7818586651194
4,0,646.7182866891005
0,0,503.3115871915904
1,0,702.7959924560724
1,0,787.498353792519
1,0,568.6674470971313
1,0,575.9075058961965
0,0,472.07002180141706
0,0,486.9427951560629
3,0,570.8770706811283
0,0,534.5218649588282
3,0,670.8929185108947
0,0,472.77911859549687
3,0,693.4726130913743
3,0,784.7008112815823
1,0,615.8252393781429
3,0,643.5565065711123
0,0,531.8224570625432
4,0,801.2493647853834
2,0,681.263509103983
1,0,692.3552457986993
1,0,598.6847730259606
0,0,640.8966181527267
1,0,527.8381248751649
1,0,495.1547825778222
1,0,567.1456830338271
0,0,559.7838060275875
0,0,504.3421628448294
0,0,482.61430200139927
5,0,617.9139714688571
2,0,548.3743820951124
3,0,720.393601773005
2,0,684.4196430588429
3,0,536.530243030101
2,0,588.4509581916755
2,0,785.8670649959474
0,0,443.93219602672553
1,0,478.1777112805165
0,0,599.4416722884886
0,0,457.72606290901086
2,0,773.3114866880092
1,0,536.5663709902126
2,0,658.2256675848901
0,0,506.142300862245
0,0,521.5177114023738
1,0,613.092586439264
0,0,559.0716277493106
3,0,693.3525829162975
2,0,742.3471500516656
3,0,590.3620532430248
1,0,458.1371927723108
4,0,659.4466463811434
1,0,558.9304882776404
2,0,740.1252498322019
3,0,599.0288995866771
0,0,554.7440758939831
3,0,687.0406287071382
2,0,593.0323940831167
0,0,566.1868923382902
1,0,591.744468604417
2,0,713.6388339433698
0,0,627.5946157432162
4,0,685.7758688696695
1,0,709.2658745054121
0,0,615.974788472407
1,0,575.7060349200884
4,0,702.7493600055788
1,0,655.341515475086
0,0,546.1064800424751
0,0,606.7804279413072
2,0,647.4190511377313
0,0,531.418176533338
1,0,507.9510090414019
1,0,591.2150889250063
0,0,434.18088742542335
2,0,694.8986413857572
1,0,753.2756056189969
0,0,602.1715830224841
4,0,768.7668682838977
2,0,743.4801082734227
0,0,651.1426085094072
0,0,512.2116236131901
1,0,592.2950907811763
1,0,626.4696579615429
0,0,537.5497108860027
0,0,534.257394463257
1,0,667.8092174876203
0,0,495.8355761825536
2,0,657.9477129948692
4,0,673.8196243483758
0,0,820.9502316585457
0,0,688.7027773944405
1,0,608.9798808282778
1,0,539.2356876518681
1,0,583.5004949708451
4,0,612.6882249386613
1,0,703.7537555987868
0,0,473.95391881121685
0,0,567.5638979361939
0,0,603.3825073977882
0,0,607.2561454754997
0,0,527.2789203843836
0,0,552.6456546474233
0,0,546.7138716553129
0,0,468.81592476448714
1,0,587.7557026396927
0,0,497.0536417002543
4,0,495.5919962194963
2,0,645.1245887530204
2,0,577.2877413283682
0,0,713.4558646700834
0,0,506.13053366640474
0,0,565.9065217992888
4,0,631.3320128313068
3,0,600.4076511149951
0,0,724.8366173744525
1,0,560.0436607957774
0,0,705.4185966242534
2,0,583.8556020850015
0,0,613.316146975506
1,0,691.461742844484
0,0,531.4366710945169
1,0,553.6186472390696
3,0,735.6754433260887
0,0,550.2237382855283
4,0,697.2236669549509
2,0,464.66920320739837
1,0,578.0765093570898
0,0,490.83010431772635
2,0,694.5629104056754
1,0,595.4979542283569
0,0,655.3057433465051
1,0,509.68780472104817
0,0,574.6786186578875
0,0,462.1624101345392
1,0,668.478960840515
1,0,747.0288991158513
0,0,504.02875997844933
1,0,638.8313368746826
3,0,622.2741976315085
2,0,728.4618536208737
1,0,582.5621362268058
1,0,742.8607136529788
0,0,489.19561670183657
1,0,589.0754623937019
2,0,779.7177860934846
0,0,601.9171965028847
1,0,579.2787449616277
1,0,499.338440991089
2,0,693.7632997207845
2,0,703.467081945561
0,0,485.4256806367447
0,0,581.1012575490815
1,0,599.4867560525205
0,0,577.9199925830222
2,0,541.2115815826573
0,0,500.29981764595436
0,0,611.6152106660273
0,0,627.6447953563862
1,0,629.2953097041698
3,0,552.8577766786244
0,0,650.4052998685647
0,0,595.3536654365379
0,0,569.8885264023739
1,0,599.8681897448921
0,0,450.5138464052945
0,0,544.1552521884088
0,0,576.508519790569
0,0,517.1723237414503
0,0,578.5267187579195
1,0,641.1343450743667
0,0,605.4847542854833
2,0,790.9708099827294
0,0,648.8027512301793
1,0,502.80574553997826
4,0,699.0049340946325
2,0,591.2226967193714
2,0,681.825033962919
2,0,650.3532193634062
0,0,518.1744070918353
1,0,685.7780768642347
0,0,571.3525935709843
1,0,595.4623321881793
0,0,597.1381762240301
0,0,553.6251424842281
0,0,789.6723295717072
1,0,582.805577669831
0,0,526.6845444605026
1,0,665.1696857621914
1,0,742.8196339026055
1,0,554.3795695988427
2,0,787.5530012554067
0,0,497.6752062071629
0,0,526.5636258923753
2,0,665.8001245071415
2,0,601.9025417521775
2,0,671.7890678356697
1,0,453.04619262385694
3,0,619.525025850888
0,0,487.93728245257546
2,0,644.7896222821691
0,0,468.6521155917037
2,0,827.6628785201619
1,0,625.7202126655944
2,0,683.399028243487
1,0,624.4271669628091
0,0,511.6147290578282
0,0,578.817548796447
0,0,575.2959612365945
2,0,541.1847856281261
4,0,610.9387164394788
0,0,576.8070929888426
0,0,542.8068019299618
0,0,649.3874396830468
0,0,545.4394038199273
0,0,575.3466036517744
1,0,619.174050425525
3,0,630.105615156164
1,0,651.7228168431125
0,0,625.4200091694069
0,0,482.4761938684313
2,0,617.1652106401469
0,0,641.7055739273386
3,0,633.2016413747367
1,0,571.1416667007333
1,0,628.6693767206345
1,0,766.731623268235
2,0,602.035578322638
2,0,576.0938066398351
2,0,607.5358433221629
2,0,720.75072451645
3,0,573.0140354811892
0,0,459.11453613011395
0,0,487.3077604615072
0,0,506.265583247493
0,0,577.4603926345419
0,0,553.7805104266981
1,0,690.9384167388241
0,0,546.5692833488223
1,0,577.4916824124448
1,0,753.2659675378288
0,0,530.4615790393184
0,0,484.3188940130279
0,0,560.9943937789781
2,0,670.102287052199
2,0,747.360213901426
0,0,528.8564645280176
0,0,585.8874695877205
1,0,536.7818635218616
1,0,659.6860826309463
0,0,613.2235746128373
3,0,649.2159006239904
3,0,720.780968195567
0,0,578.6411568158453
3,0,733.4247643942442
2,0,601.0443919907977
1,0,570.6817861383865
2,0,658.3735819462302
0,0,609.8797233896443
0,0,588.2005570486815
1,0,634.1853712034396
3,0,723.0965990523797
0,0,468.3181354692134
0,0,491.2880477379545
0,0,495.53448088570326
1,0,609.0069111768656
0,0,665.269627070654
1,0,587.8377052170496
0,0,602.5992199688551
0,0,579.0938969251424
0,0,508.80231489861063
2,0,584.3107943534374
0,0,578.5218840801829
1,0,635.0470557034585
0,0,505.06105956238645
2,0,602.2233906518484
2,0,535.8094961801078
1,0,593.831311417464
1,0,504.51041686334406
0,0,574.6613626112221
1,0,750.802255566965
0,0,544.6548070046066
2,0,765.5363770571802
3,0,627.2988131075833
3,0,717.8668670969416
0,0,678.407047446881
1,0,652.6719709472206
1,0,575.1843801029298
1,0,573.9934104348688
0,0,482.17162681250556
3,0,740.3884063138341
1,0,520.447235508705
0,0,506.80175364310986
0,0,471.18540491153135
3,0,704.3843172759063
0,0,542.3691574244723
1,0,571.6331287813911
0,0,547.8611581239772
0,0,662.5603657091397
2,0,654.4174386385058
0,0,690.9708178055333
1,0,624.0950815754672
0,0,617.9337917777059
0,0,587.9416023895834
0,0,511.8274586881189
2,0,570.1974688154086
0,0,513.3199869826858
1,0,589.1432184569444
1,0,623.9704610135177
1,0,518.0561113432962
1,0,481.3669357962016
0,0,517.2680814620294
0,0,674.8430739941477
0,0,433.89052458229287
0,0,481.25463199039
0,0,555.7780088592308
2,0,570.4158216806889
1,0,638.2031684008426
0,0,689.4496912374799
0,0,479.03842733103255
0,0,484.233046415895
1,0,577.3859119001019
0,0,745.6128672579671
0,0,563.5357123863447
1,0,534.6330916434426
2,0,620.3959988005467
2,0,669.8188958614119
1,0,562.5124346183129
1,0,602.7378218320322
2,0,693.8441290273744
0,0,499.9464174094981
0,0,491.1862573341086
1,0,658.256915484006
0,0,553.7148549169158
1,0,636.889380589654
1,0,579.4079852817555
0,0,543.710490360984
1,0,606.7453146765315
2,0,482.78894684598265
0,0,439.8687208593527
1,0,663.9810898259373
2,0,607.1605270988387
0,0,497.51070612307274
1,0,551.0924716134508
1,0,529.9671705971634
1,0,677.7436695009924
0,0,510.51266969868834
1,0,581.6651259302465
0,0,542.6266137754169
1,0,571.833842758975
3,0,506.0208398509018
0,0,530.1136928043439
1,0,477.0780757204108
0,0,448.6082707771394
5,0,751.0408430153306
2,0,645.0708576099147
3,0,613.8971568150987
0,0,499.4869179493786
0,0,587.96949383195
1,0,529.9216095185991
2,0,693.5456521064108
1,0,541.1066674812006
2,0,640.7102669517544
0,0,554.7749978630767
0,0,588.3277234359236
1,0,490.1294016000803
0,0,504.09112667263
0,0,679.6226449810842
0,0,667.5199532506228
0,0,576.9652003480727
0,0,516.5540305237753
0,0,527.3348120971652
0,0,535.9205409090512
0,0,540.2317227365451
2,0,577.2175101332508
0,0,743.5823776850485
0,0,574.0890959282772
1,0,517.457272787119
2,0,643.7964496492068
0,0,590.4771737882011
0,0,551.657061480108
0,0,469.26033023520233
0,0,625.3668042025176
1,0,640.49663323288
2,0,586.4486682065967
2,0,553.1038912825584
2,0,667.8494272820033
0,0,502.2531759911647
2,0,692.7643469946072
0,0,502.2717393436638
0,0,546.4604049066697
1,0,606.4617824188446
3,0,568.0693773769943
0,0,580.0354252530067
2,0,647.6591738773704
0,0,512.3076093754753
3,0,766.4940459021356
0,0,507.7302934271241
2,0,620.2944504301023
0,0,647.4160374799759
2,0,665.184364272152
0,0,433.2561940736912
0,0,738.2906511097335
0,0,604.7050558320055
0,0,576.7509041572168
0,0,613.2078249635401
2,0,444.65631875712086
2,0,553.7231212297545
0,0,482.7672883019251
2,0,803.8895214966309
0,0,467.27543006238295
0,0,594.0420031977962
1,0,562.8746820235228
0,0,461.1917800431013
0,0,568.1496320026897
0,0,663.8015144777116
0,0,537.5667694664484
0,0,618.1129405046864
1,0,550.9238837975338
1,0,542.7126095993087
1,0,595.1833446971657
0,0,459.14780676236825
0,0,433.34502304122316
0,0,507.75047887653847
0,0,592.733555680358
2,0,682.8896416944577
0,0,551.1439812559829
0,0,613.4632068806732
1,0,491.04898721985234
0,0,577.7149108452616
1,0,591.6090805603421
0,0,526.0467626934187
0,0,492.24134298554
2,0,822.1369211225744
0,0,564.7356252087767
0,0,501.79479560808
0,0,439.1024249936729
2,0,623.873062790646
1,0,651.3098999504762
0,0,480.10759921966
1,0,692.7118871470019
2,0,627.1362552511088
0,0,746.1778403419866
2,0,713.2337343301466
1,0,587.891109860974
1,0,519.5615413535133
0,0,512.4893797550003
1,0,552.5550853719079
1,0,600.7571204851843
1,0,585.0823889254536
0,0,558.8072913679816
2,0,800.1820706559204
0,0,555.2384749470828
0,0,493.2941356347476
3,0,736.4496792397379
0,0,609.9708554739894
2,0,549.3896740337444
0,0,580.580142629062
2,0,590.2204446592551
0,0,444.28522335458035
0,0,683.2643933980612
1,0,546.3246459814502
2,0,526.284905010891
1,0,658.1743677381248
0,0,482.8087066826158
0,0,520.2821711623841
3,0,645.0986743391638
0,0,520.5341706978564
0,0,583.9928354610378
1,0,529.8573465756157
0,0,495.3949442735887
1,0,496.4508987605231
0,0,506.87003553384915
0,0,632.3559142340682
0,0,582.167743720095
0,0,626.2778119685787
1,0,687.3098874282525
0,0,570.417582491885
0,0,583.6577482713923
1,0,565.6036055519273
2,0,791.4842544891592
3,0,805.7860203217191
2,0,628.7608329183124
0,0,505.7685380678569
0,0,597.5311261774216
2,0,645.0066653644093
2,0,709.2698608336864
2,0,748.859373776104
3,0,720.7089518197309
2,0,734.3731032804329
0,0,480.8282936102236
1,0,772.8559526484796
2,0,737.9243614849722
0,0,597.84552085875
1,0,576.2099512511829
0,0,539.3485163031377
3,0,634.9422008808247
1,0,584.8478496995062
0,0,581.4260605824447
0,0,685.2354448190399
1,0,540.6583556774872
0,0,498.112423889487
1,0,613.5984967120239
0,0,469.1358711793839
3,0,611.8106080350258
1,0,595.957995467182
0,0,462.7558092455258
1,0,660.7796574715505
0,0,606.8201352945921
0,0,550.1315639494758
0,0,470.777554909462
2,0,711.5711643271743
0,0,595.8590141209934
1,0,490.7965938004703
1,0,582.2635918428225
3,0,752.1502753376391
0,0,667.5525695875214
0,0,446.0658365827947
3,0,595.6922645778475
2,0,599.0801787039975
2,0,459.14151159101505
0,0,610.6903345400215
0,0,546.7058931741083
1,0,511.6336974799247
0,0,593.3153445154054
0,0,690.8077646831802
2,0,611.9244470381484
0,0,513.5177187079975
1,0,447.31083421966247
1,0,615.5223359440129
0,0,571.6300199136031
0,0,573.3138200560885
1,0,524.6694334622969
0,0,486.9918225627268
0,0,566.7121514553334
0,0,537.7485914045495
2,0,740.4709519576066
1,0,597.8535171937556
3,0,724.9934384436892
1,0,828.6869617330813
1,0,560.1537970695877
0,0,526.7422251626299
5,0,729.3397793387805
0,0,562.7651372613808
1,0,569.3794437915017
2,0,592.7439398600118
0,0,783.9796912007928
1,0,581.630794997958
0,0,554.8571997019309
0,0,493.42130982045666
1,0,527.0832784392302
0,0,683.4257901210818
0,0,460.358244241805
2,0,608.6611215653545
0,0,504.9020530860263
1,0,556.3317130435356
0,0,504.9190315597689
2,0,768.6643172703383
0,0,548.1384239372072
0,0,498.45907751794897
4,0,714.3853024808952
0,0,559.0736270022544
2,0,667.3698397564973
0,0,444.12258538957065
0,0,528.8787775151065
5,0,637.0741360625743
0,0,611.7521840612078
0,0,557.0801757684193
0,0,591.2601703833891
0,0,517.9978571670422
1,0,616.2280142040623
1,0,607.7910837218514
4,0,750.9777142394034
0,0,575.9167279504411
0,0,538.907788264125
1,0,562.5863162004789
0,0,625.8234552877591
2,0,685.2905603040891
0,0,582.1759315473003
1,0,458.3353791130859
1,0,579.424442466063
0,0,541.3838583868326
1,0,631.4603324953041
2,0,757.9022493618615
1,0,613.9170159789633
0,0,397.07379572168594
0,0,577.2176587974934
2,0,636.2964638354802
2,0,663.4919851296345
1,0,613.8628307049366
3,0,564.7819522906709
0,0,543.7372236929216
1,0,462.94725541718685
0,0,632.4773448495124
0,0,594.496539588082
0,0,561.310521360515
4,0,697.6558486379629
0,0,581.4859912395893
0,0,538.7714423947157
0,0,652.1819079930117
0,0,498.9651753291864
3,0,824.5261825540243
2,0,584.700820519314
4,0,699.4782675110731
2,0,648.7761753822698
2,0,669.5658804195808
0,0,736.8442468380148
1,0,687.620951922562
3,0,706.1517989412566
0,0,459.60270360635957
1,0,746.1353623541683
1,0,581.083901528817
3,0,736.6037337529352
2,0,683.7702483824132
0,0,568.7425104851044
1,0,807.7063762992269
5,0,685.360567566287
0,0,656.0104135019777
1,0,506.74942785134994
0,0,501.95636671521817
0,0,527.1046461298625
0,0,475.1450809937404
5,0,749.0212844859341
5,0,732.6368145006702
2,0,653.8082453032436
0,0,677.6480215418497
2,0,673.3526821069802
3,0,674.154960545386
2,0,777.0949187476347
1,0,656.4893579273194
3,0,792.3505024097457
2,0,773.4659533633235
1,0,563.9845517431291
0,0,474.38391876154066
1,0,537.561397966391
1,0,573.8657847381805
2,0,744.4978558110204
1,0,467.64127583785074
1,0,609.758741585023
2,0,519.0150888363546
0,0,602.9531637419144
0,0,448.42707409024047
0,0,464.1421778045623
2,0,615.8903896319688
2,0,526.6381233858176
0,0,441.0085951586691
0,0,438.6777651883943
1,0,518.1433154015242
0,0,523.2434521336637
1,0,677.4749097373074
0,0,543.2967262980413
1,0,683.7054355847076
0,0,546.2465062938616
0,0,565.2175861509901
1,0,634.4203453057615
0,0,713.5314640993114
0,0,536.1252225824462
0,0,532.4393901438408
0,0,481.47596432718814
0,0,615.8938714006824
0,0,561.9153197305966
0,0,525.8433976006454
0,0,576.561211799023
2,0,633.3327428652321
1,0,440.2553693141806
1,0,576.0405422519018
0,0,543.8504612099359
2,0,666.7316195422561
2,0,708.8906812266619
2,0,717.9602956337544
0,0,496.74826426343793
4,0,579.8395613732007
2,0,744.2937524739568
0,0,485.71716580518097
0,0,543.767887788204
0,0,518.7275824280529
0,0,610.9039666200235
0,0,496.85256432862775
0,0,452.5896059053961
0,0,640.6371365475693
3,0,807.9053454992384
3,0,674.3771715992017
2,0,606.8330527229264
1,0,506.48980936386243
0,0,485.0436037514221
4,0,624.6139068368484
0,0,580.4965476741545
1,0,631.25107451459
0,0,537.5925237999777
0,0,638.3685226878235
0,0,475.2897036905936
0,0,485.59346795087
1,0,557.3194976163544
1,0,607.0931449753325
3,0,738.674116278993
0,0,564.5375381445715
1,0,509.0753829668
1,0,506.545041523903
2,0,703.2324754640733
0,0,621.5911779501271
4,0,687.3773796589234
4,0,670.1436256770285
0,0,571.2773334693164
1,0,598.6199018040461
1,0,654.7438932284846
3,0,731.9325674297861
0,0,551.6080138461474
0,0,584.9149097073487
4,0,697.6448683727065
1,0,702.2775434939258
4,0,679.0465483810348
3,0,586.4857867032387
1,0,594.5521844820653
3,0,556.3119161085865
3,0,640.1027441849773
5,0,630.6187095815843
1,0,612.3253109824294
0,0,512.1316507278793
0,0,426.6516124046311
0,0,563.9727053592907
0,0,555.5949438168602
0,0,525.3431959450605
0,0,528.4115913018087
0,0,476.6352542271045
4,0,671.5972887202298
0,0,604.7397528900772
3,0,668.0725294138877
1,0,720.1905857497852
0,0,651.6997397322818
1,0,575.882641863338
2,0,649.2590107764598
0,0,602.2815666902467
0,0,495.77109612430746
2,0,629.7698464984193
1,0,671.2113825920061
0,0,480.0903713355958
2,0,627.4465085706287
0,0,470.65470592045835
0,0,460.85130484358774
2,0,658.2144919623596
0,0,479.36160646623415
1,0,623.6430774048494
1,0,687.427187688309
1,0,519.4868931163866
0,0,567.0213900064383
4,0,728.1401678774942
3,0,691.9825330490569
0,0,570.8899774564721
1,0,548.6545055821498
2,0,517.0518319666584
0,0,438.9307780815267
2,0,725.1938392414768
0,0,463.12175192687874
1,0,623.5980922409615
1,0,614.160873241176
0,0,565.3111617997918
0,0,579.2873227436532
0,0,588.2901522232651
1,0,544.5011949302525
2,0,761.3389031420762
1,0,614.0819186648621
0,0,590.4536772315141
1,0,551.4180325351268
0,0,559.5087515666596
0,0,518.2038681943568
2,0,838.0460622230269
0,0,608.5874492405638
0,0,438.93560312547726
2,0,674.0150905755453
0,0,521.9317724030225
0,0,574.1894921037049
5,0,818.7047686144201
2,0,596.1669912480131
2,0,643.656424383813
0,0,642.5185293897009
5,0,833.7426187849801
0,0,520.8776814840098
1,0,585.3373717115984
1,0,551.7881867208628
1,0,579.6776352551202
0,0,489.7396361553318
1,0,588.2708609337903
0,0,524.2031520596365
0,0,635.6588015533763
3,0,594.5542787485881
3,0,759.5570448311747
0,0,540.6651413545254
0,0,584.1683526446047
3,0,646.8547365991785
1,0,717.1491888065434
0,0,526.4346768162918
4,0,597.2369609955597
3,0,619.9173657569934
0,0,477.02896097603656
1,0,649.7769670537352
1,0,655.273214182731
1,0,577.2398949455915
0,0,574.3762351704372
0,0,499.10676006572305
3,0,670.6852717337264
2,0,716.0726488772159
0,0,458.8770766205472
0,0,521.6229898817538
0,0,614.7826035090379
2,0,595.1869749326632
1,0,659.0967277562074
1,0,676.4433060583184
2,0,657.4169739801737
0,0,593.8361318266566
0,0,537.9610125294719
0,0,643.3555921078464
0,0,606.9373949288772
1,0,613.8420006222749
0,0,525.3149099551707
1,0,538.6813449046047
0,0,568.244059319588
2,0,674.9623831495095
0,0,480.7067748030273
4,0,688.6077413947424
3,0,628.4916126697085
0,0,726.7824922792925
0,0,664.5795568853314
0,0,688.3665141681847
0,0,528.5576631038307
3,0,717.9804358005822
1,0,599.1409269763155
0,0,561.1415140917445
3,0,640.7291750793753
2,0,622.4800833006161
1,0,539.910205316726
1,0,740.7089350468723
2,0,673.8261724787602
0,0,540.8610610624252
0,0,591.4162793893148
0,0,502.2405525751284
2,0,467.3439200259688
4,0,620.9797911792969
1,0,622.6627967927604
0,0,755.5349275268719
0,0,551.5215738365232
1,0,559.9801642514767
0,0,609.199821794247
0,0,562.4180485416007
0,0,551.2027572739582
0,0,601.63077531442
0,0,479.88783331107726
0,0,644.0542648659447
0,0,562.7399115650908
2,0,760.0405593136595
2,0,566.523154070398
2,0,754.1369672668659
4,0,618.7503734218881
1,0,626.0986362478101
2,0,724.1081021678605
0,0,538.5544663947474
0,0,532.3369960983772
1,0,513.1271313436141
1,0,529.6819719189568
1,0,596.0735534846448
0,0,462.35426570841145
1,0,501.63692985893096
3,0,727.7075166701943
2,0,664.8191200857921
0,0,496.3451801621401
0,0,656.7115378689467
0,0,460.87661611320345
2,0,632.9144877652427
1,0,660.9334045240419
0,0,492.5764230927164
1,0,730.5540691430386
3,0,746.072803341773
0,0,669.1928794182614
5,0,623.67179570358
3,0,600.4628084945136
2,0,592.9399196568619
0,0,540.2090017359003
0,0,702.2695794973852
0,0,528.8072720758073
1,0,528.1382566986567
0,0,638.9506193744226
0,0,415.458569274871
0,0,580.4640795258864
0,0,487.64738511794536
0,0,481.2020489585757
0,0,530.7277810858554
0,0,563.8318733154478
0,0,522.6776582301502
5,0,779.5669171447338
0,0,603.4197152909632
2,0,696.6879177398725
1,0,545.0689929651412
1,0,574.6430284128575
0,0,464.62805258706715
0,0,550.2379358874209
2,0,517.4068910017257
0,0,496.0480354165849
2,0,674.3976625868297
3,0,681.7417761541274
1,0,634.8313102983348
1,0,627.2878086627957
0,0,486.36728922517597
2,0,616.613092421801
5,0,785.3047745245804
2,0,627.2963825473292
0,0,682.9829784920979
1,0,679.7908920225434
0,0,656.0587465423442
0,0,459.1326723085002
0,0,618.0502017650668
1,0,539.724192895598
2,0,650.3607299697258
1,0,522.8641166030889
1,0,446.58052146873763
0,0,499.27545377068714
2,0,706.5423851068251
1,0,488.8706234204671
1,0,510.6209605059701
1,0,653.7640023581996
0,0,668.822524094797
3,0,681.7645961395801
2,0,731.7761384465625
1,0,494.0967365093943
0,0,551.6782752044962
0,0,580.7667432766096
2,0,561.172288454635
1,0,600.4399439756031
3,0,729.4247123568639
2,0,673.7012972293542
0,0,590.1496842444151
0,0,559.9237054547673
0,0,542.2840707880197
0,0,683.9235780000944
0,0,495.72872307357693
1,0,568.3138936152366
3,0,599.059674833727
5,0,761.4295033284237
3,0,720.3364094132879
0,0,473.95716931043586
0,0,649.0439946858586
3,0,535.7769395486977
2,0,653.8675414625397
0,0,432.4195248109876
0,0,558.0041522592367
4,0,701.7829601039873
0,0,663.2905135420958
1,0,626.6370186970547
1,0,559.5369285502309
0,0,485.46882449378813
4,0,609.4317834022743
0,0,461.4835439069943
1,0,640.9069585788101
0,0,472.64313136830606
6,0,737.9759762795097
0,0,455.48166872754734
4,0,560.2587270283987
0,0,519.2953100244242
0,0,692.7400825075272
1,0,559.4772904086882
0,0,499.3690318315026
0,0,546.3534963401761
0,0,691.2053600548142
1,0,471.977238663719
3,0,597.4449855488419
1,0,637.1032835490623
0,0,613.5932183790883
1,0,785.7569562606061
3,0,666.0728794275062
0,0,562.5546639784175
2,0,703.4094127387667
2,0,684.1351666988669
0,0,552.5072226315878
0,0,633.2604777324108
0,0,465.86368885918154
4,0,672.3508620036076
0,0,395.0596223932839
0,0,520.0398317739869
2,0,585.8516902026003
1,0,616.9490360250404
2,0,602.6821172664075
0,0,652.165921583643
2,0,693.5462563432017
0,0,585.3924247926159
0,0,534.6494236831393
0,0,542.7471309005064
4,0,733.4484749650663
0,0,542.1671575576602
0,0,555.7929754178209
0,0,530.361124264846
2,0,744.1682267198332
1,0,656.8888157777264
1,0,545.294700324097
1,0,491.2264873458198
0,0,497.3549963196737
1,0,537.5605857182848
0,0,516.6312589752749
0,0,550.8068164902492
2,0,568.2974553053357
0,0,453.38885814700797
1,0,663.600020554092
0,0,750.865375144551
